REGIONNAME,SERVICEID,SERVICELONGNAME,SERVICETYPENAME,SUPPLIERID,SUPPLIERNAME,MEALPLANNAME,OPTIONID,OPTIONNAME,EXTRAID,EXTRANAME,OCCUPANCYTYPEID,OCCUPANCYTYPENAME,CHARGINGPOLICYID,CHARGINGPOLICYNAME,SEASONTYPEID,SEASONTYPENAME,SEASONSTARTDATE,SEASONENDDATE,ORGANISATIONSUPPLIERCONTRACTID,ORGANISATIONSUPPLIERCONTRACTNAME,CONTRACTDURATIONID,CONTRACTDURATIONNAME,CONTRACTDURATIONSTARTDATE,CONTRACTDURATIONENDDATE,CURRENCYISOCODE,BUYPRICE,MARGIN,SELLING
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,3491,Standard Room (Single),,,1,Single,10,*Per Room Per Night,7,Season 02,2016-08-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,32696,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),32894,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),2016-05-01 00:00:00 +0530,2017-04-30 00:00:00 +0530,INR,3745,29.0047,5275
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,3491,Standard Room (Single),,,1,Single,10,*Per Room Per Night,8,Season 03,2015-10-01 00:00:00 +0530,2016-04-30 00:00:00 +0530,29616,Jas Vilas (1st May 2015 -30th Apr 2016),29766,Jas Vilas (1st May 2015 -30th Apr 2016),2015-05-01 00:00:00 +0530,2016-04-30 00:00:00 +0530,INR,4560,29.0051,6423
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,3491,Standard Room (Single),,,1,Single,10,*Per Room Per Night,8,Season 03,2016-10-01 00:00:00 +0530,2017-04-30 00:00:00 +0530,32696,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),32894,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),2016-05-01 00:00:00 +0530,2017-04-30 00:00:00 +0530,INR,5136,29.0019,7234
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,3493,Standard Room (Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2014-05-01 00:00:00 +0530,2014-06-30 00:00:00 +0530,12142,Jas Vilas (1st May 14 -30th Sept 14),12228,Jas Vilas (1st May 14 -30th Sept 14),2014-05-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,3160,29.0047,4451
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,3493,Standard Room (Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-04-30 00:00:00 +0530,8324,Jas Vilas (1st Oct 14 -30th Apr 15),8393,Jas Vilas (1st Oct 14 -30th Apr 15),2014-10-01 00:00:00 +0530,2015-04-30 00:00:00 +0530,INR,5050,29.0032,7113
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,3493,Standard Room (Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2015-05-01 00:00:00 +0530,2015-07-31 00:00:00 +0530,29616,Jas Vilas (1st May 2015 -30th Apr 2016),29766,Jas Vilas (1st May 2015 -30th Apr 2016),2015-05-01 00:00:00 +0530,2016-04-30 00:00:00 +0530,INR,3750,29.0041,5282
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,3493,Standard Room (Double),,,2,Twin,10,*Per Room Per Night,6,Season 01,2016-05-01 00:00:00 +0530,2016-07-31 00:00:00 +0530,32696,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),32894,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),2016-05-01 00:00:00 +0530,2017-04-30 00:00:00 +0530,INR,4013,29.0111,5653
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,3493,Standard Room (Double),,,2,Twin,10,*Per Room Per Night,7,Season 02,2014-07-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,12142,Jas Vilas (1st May 14 -30th Sept 14),12228,Jas Vilas (1st May 14 -30th Sept 14),2014-05-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,3845,29.0066,5416
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,3493,Standard Room (Double),,,2,Twin,10,*Per Room Per Night,7,Season 02,2015-08-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,29616,Jas Vilas (1st May 2015 -30th Apr 2016),29766,Jas Vilas (1st May 2015 -30th Apr 2016),2015-05-01 00:00:00 +0530,2016-04-30 00:00:00 +0530,INR,4000,29.0024,5634
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,3493,Standard Room (Double),,,2,Twin,10,*Per Room Per Night,7,Season 02,2016-08-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,32696,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),32894,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),2016-05-01 00:00:00 +0530,2017-04-30 00:00:00 +0530,INR,4280,29.0097,6029
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,3493,Standard Room (Double),,,2,Twin,10,*Per Room Per Night,8,Season 03,2015-10-01 00:00:00 +0530,2016-04-30 00:00:00 +0530,29616,Jas Vilas (1st May 2015 -30th Apr 2016),29766,Jas Vilas (1st May 2015 -30th Apr 2016),2015-05-01 00:00:00 +0530,2016-04-30 00:00:00 +0530,INR,5275,29.004,7430
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,3493,Standard Room (Double),,,2,Twin,10,*Per Room Per Night,8,Season 03,2016-10-01 00:00:00 +0530,2017-04-30 00:00:00 +0530,32696,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),32894,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),2016-05-01 00:00:00 +0530,2017-04-30 00:00:00 +0530,INR,5944,29.0014,8372
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,16959,Standard Room (Triple),,,4,Triple,10,*Per Room Per Night,6,Season 01,2014-05-01 00:00:00 +0530,2014-06-30 00:00:00 +0530,12142,Jas Vilas (1st May 14 -30th Sept 14),12228,Jas Vilas (1st May 14 -30th Sept 14),2014-05-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,4145,28.9996,5838
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,16959,Standard Room (Triple),,,4,Triple,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2015-04-30 00:00:00 +0530,8324,Jas Vilas (1st Oct 14 -30th Apr 15),8393,Jas Vilas (1st Oct 14 -30th Apr 15),2014-10-01 00:00:00 +0530,2015-04-30 00:00:00 +0530,INR,6240,29.0021,8789
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,16959,Standard Room (Triple),,,4,Triple,10,*Per Room Per Night,6,Season 01,2015-05-01 00:00:00 +0530,2015-07-31 00:00:00 +0530,29616,Jas Vilas (1st May 2015 -30th Apr 2016),29766,Jas Vilas (1st May 2015 -30th Apr 2016),2015-05-01 00:00:00 +0530,2016-04-30 00:00:00 +0530,INR,4500,29.0108,6339
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,16959,Standard Room (Triple),,,4,Triple,10,*Per Room Per Night,6,Season 01,2016-05-01 00:00:00 +0530,2016-07-31 00:00:00 +0530,32696,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),32894,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),2016-05-01 00:00:00 +0530,2017-04-30 00:00:00 +0530,INR,4815,29.0032,6782
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,16959,Standard Room (Triple),,,4,Triple,10,*Per Room Per Night,7,Season 02,2014-07-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,12142,Jas Vilas (1st May 14 -30th Sept 14),12228,Jas Vilas (1st May 14 -30th Sept 14),2014-05-01 00:00:00 +0530,2014-09-30 00:00:00 +0530,INR,4160,29.0102,5860
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,16959,Standard Room (Triple),,,4,Triple,10,*Per Room Per Night,7,Season 02,2015-08-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,29616,Jas Vilas (1st May 2015 -30th Apr 2016),29766,Jas Vilas (1st May 2015 -30th Apr 2016),2015-05-01 00:00:00 +0530,2016-04-30 00:00:00 +0530,INR,5000,29.0075,7043
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,16959,Standard Room (Triple),,,4,Triple,10,*Per Room Per Night,7,Season 02,2016-08-01 00:00:00 +0530,2016-09-30 00:00:00 +0530,32696,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),32894,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),2016-05-01 00:00:00 +0530,2017-04-30 00:00:00 +0530,INR,5350,29.0074,7536
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,16959,Standard Room (Triple),,,4,Triple,10,*Per Room Per Night,8,Season 03,2015-10-01 00:00:00 +0530,2016-04-30 00:00:00 +0530,29616,Jas Vilas (1st May 2015 -30th Apr 2016),29766,Jas Vilas (1st May 2015 -30th Apr 2016),2015-05-01 00:00:00 +0530,2016-04-30 00:00:00 +0530,INR,6450,29.0038,9085
Jaipur,1328,Jas Vilas,Accommodation,140,Jas Vilas,Breakfast,16959,Standard Room (Triple),,,4,Triple,10,*Per Room Per Night,8,Season 03,2016-10-01 00:00:00 +0530,2017-04-30 00:00:00 +0530,32696,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),32894,Pro-Jas Vilas (1 May 2016 - 30 Apr 2017),2016-05-01 00:00:00 +0530,2017-04-30 00:00:00 +0530,INR,7276,29.0007,10248
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,,,2538,Not Mandatory Christmas Supplement (Dec 24th),,,12,Per Person Per Day,9,Season 04,2014-12-23 00:00:00 +0530,2015-01-03 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,8326,29.0014,11727
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,,,2539,Not Mandatory New Year Supplement (Dec 31st),,,12,Per Person Per Day,9,Season 04,2014-12-23 00:00:00 +0530,2015-01-03 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,9515,29.0031,13402
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,,,3621,NotMandatory Christmas Supplement (Dec 24th)-Child,,,12,Per Person Per Day,9,Season 04,2014-12-23 00:00:00 +0530,2015-01-03 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4163,29.0075,5864
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,,,3622,NotMandatory New Year Supplement (Dec 31st)-Child,,,12,Per Person Per Day,9,Season 04,2014-12-23 00:00:00 +0530,2015-01-03 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4758,29.0062,6702
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,,,6716,Extra bed 2,,,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2014-10-20 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4601,29.0078,6481
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,,,6716,Extra bed 2,,,10,*Per Room Per Night,7,Season 02,2014-10-21 00:00:00 +0530,2014-10-24 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4601,29.0078,6481
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,,,6716,Extra bed 2,,,10,*Per Room Per Night,7,Season 02,2014-11-06 00:00:00 +0530,2014-12-22 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4601,29.0078,6481
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,,,6716,Extra bed 2,,,10,*Per Room Per Night,7,Season 02,2015-01-04 00:00:00 +0530,2015-01-31 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4601,29.0078,6481
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,,,6716,Extra bed 2,,,10,*Per Room Per Night,7,Season 02,2015-03-01 00:00:00 +0530,2015-04-07 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4601,29.0078,6481
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,,,6716,Extra bed 2,,,10,*Per Room Per Night,8,Season 03,2014-10-25 00:00:00 +0530,2014-11-05 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4601,29.0078,6481
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,,,6716,Extra bed 2,,,10,*Per Room Per Night,8,Season 03,2015-02-01 00:00:00 +0530,2015-02-28 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4601,29.0078,6481
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,,,6716,Extra bed 2,,,10,*Per Room Per Night,9,Season 04,2014-12-23 00:00:00 +0530,2015-01-03 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4601,29.0078,6481
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50086,Premier Room (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2014-10-20 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,30000,29.0008,42254
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50086,Premier Room (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,7,Season 02,2014-10-21 00:00:00 +0530,2014-10-24 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,40905,29.0003,57613
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50086,Premier Room (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,7,Season 02,2014-11-06 00:00:00 +0530,2014-12-22 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,40905,29.0003,57613
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50086,Premier Room (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,7,Season 02,2015-01-04 00:00:00 +0530,2015-01-31 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,40905,29.0003,57613
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50086,Premier Room (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,7,Season 02,2015-03-01 00:00:00 +0530,2015-04-07 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,40905,29.0003,57613
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50086,Premier Room (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,8,Season 03,2014-10-25 00:00:00 +0530,2014-11-05 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,44427,29.0008,62574
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50086,Premier Room (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,8,Season 03,2015-02-01 00:00:00 +0530,2015-02-28 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,44427,29.0008,62574
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50086,Premier Room (Double+Extra Child),,,7,Family Room 1,10,*Per Room Per Night,9,Season 04,2014-12-23 00:00:00 +0530,2015-01-03 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,53398,29.0005,75209
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50087,Luxury Tent(Double +Child),,,7,Family Room 1,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2014-10-20 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,52647,29.0002,74151
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50087,Luxury Tent(Double +Child),,,7,Family Room 1,10,*Per Room Per Night,7,Season 02,2014-10-21 00:00:00 +0530,2014-10-24 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,52647,29.0002,74151
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50087,Luxury Tent(Double +Child),,,7,Family Room 1,10,*Per Room Per Night,7,Season 02,2014-11-06 00:00:00 +0530,2014-12-22 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,52647,29.0002,74151
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50087,Luxury Tent(Double +Child),,,7,Family Room 1,10,*Per Room Per Night,7,Season 02,2015-01-04 00:00:00 +0530,2015-01-31 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,52647,29.0002,74151
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50087,Luxury Tent(Double +Child),,,7,Family Room 1,10,*Per Room Per Night,7,Season 02,2015-03-01 00:00:00 +0530,2015-04-07 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,52647,29.0002,74151
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50087,Luxury Tent(Double +Child),,,7,Family Room 1,10,*Per Room Per Night,8,Season 03,2014-10-25 00:00:00 +0530,2014-11-05 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,56169,29.0006,79112
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50087,Luxury Tent(Double +Child),,,7,Family Room 1,10,*Per Room Per Night,8,Season 03,2015-02-01 00:00:00 +0530,2015-02-28 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,56169,29.0006,79112
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,,50087,Luxury Tent(Double +Child),,,7,Family Room 1,10,*Per Room Per Night,9,Season 04,2014-12-23 00:00:00 +0530,2015-01-03 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,61361,29,86424
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,Breakfast,,,4894,Extra bed 1,,,10,*Per Room Per Night,6,Season 01,2014-10-01 00:00:00 +0530,2014-10-20 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,9981,29.0012,14058
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,Breakfast,,,4894,Extra bed 1,,,10,*Per Room Per Night,7,Season 02,2014-10-21 00:00:00 +0530,2014-10-24 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,9981,29.0012,14058
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,Breakfast,,,4894,Extra bed 1,,,10,*Per Room Per Night,7,Season 02,2014-11-06 00:00:00 +0530,2014-12-22 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,9981,29.0012,14058
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,Breakfast,,,4894,Extra bed 1,,,10,*Per Room Per Night,7,Season 02,2015-01-04 00:00:00 +0530,2015-01-31 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,9981,29.0012,14058
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,Breakfast,,,4894,Extra bed 1,,,10,*Per Room Per Night,7,Season 02,2015-03-01 00:00:00 +0530,2015-04-07 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,9981,29.0012,14058
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,Breakfast,,,4894,Extra bed 1,,,10,*Per Room Per Night,8,Season 03,2014-10-25 00:00:00 +0530,2014-11-05 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,9981,29.0012,14058
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,Breakfast,,,4894,Extra bed 1,,,10,*Per Room Per Night,8,Season 03,2015-02-01 00:00:00 +0530,2015-02-28 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,9981,29.0012,14058
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,Breakfast,,,4894,Extra bed 1,,,10,*Per Room Per Night,9,Season 04,2014-12-23 00:00:00 +0530,2015-01-03 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,9981,29.0012,14058
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,Breakfast,,,4894,Extra bed 1,,,10,*Per Room Per Night,10,Season 05,2015-04-16 00:00:00 +0530,2015-09-30 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,9981,29.0012,14058
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,Breakfast,,,4894,Extra bed 1,,,10,*Per Room Per Night,11,Season 06,2015-04-08 00:00:00 +0530,2015-04-15 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,9981,29.0012,14058
Jaipur,1331,"The Oberoi Rajvilas, Jaipur",Accommodation,5,Oberoi Group of Hotels,Breakfast,,,6716,Extra bed 2,,,10,*Per Room Per Night,10,Season 05,2015-04-16 00:00:00 +0530,2015-09-30 00:00:00 +0530,23247,Raj Vilas (1st Oct 14-30th Sep 15),23378,Raj Vilas (1st Oct 14-30th Sep 15),2014-10-01 00:00:00 +0530,2015-09-30 00:00:00 +0530,INR,4601,29.0078,6481
